Counts,GestreIdentifier,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
30019,0,732.0,644.0,0.0,3552.0,3132.0,13520.0,13504.0,2188.0
30020,0,752.0,652.0,0.0,3596.0,3140.0,13536.0,13524.0,2212.0
30021,0,736.0,644.0,0.0,3548.0,3172.0,13528.0,13536.0,2204.0
30022,0,716.0,612.0,0.0,3572.0,3168.0,13536.0,13500.0,2216.0
30023,0,728.0,628.0,0.0,3556.0,3152.0,13532.0,13520.0,2216.0
30024,0,724.0,640.0,0.0,3568.0,3116.0,13500.0,13520.0,2216.0
30025,0,740.0,640.0,0.0,3548.0,3132.0,13536.0,13504.0,2208.0
30026,0,712.0,644.0,0.0,3560.0,3160.0,13516.0,13520.0,2204.0
30027,0,748.0,636.0,0.0,3568.0,3140.0,13524.0,13536.0,2196.0
30028,0,724.0,628.0,0.0,3548.0,3164.0,13508.0,13528.0,2208.0
30029,0,712.0,628.0,0.0,3572.0,3160.0,13500.0,13504.0,2204.0
30030,0,708.0,616.0,0.0,3584.0,3124.0,13536.0,13516.0,2220.0
30031,0,744.0,636.0,0.0,3552.0,3136.0,13520.0,13500.0,2204.0
30032,0,716.0,636.0,0.0,3568.0,3120.0,13516.0,13508.0,2196.0
30033,0,736.0,656.0,0.0,3584.0,3152.0,13544.0,13500.0,2204.0
30034,0,736.0,620.0,0.0,3548.0,3132.0,13528.0,13500.0,2208.0
30035,0,736.0,628.0,0.0,3552.0,3124.0,13536.0,13536.0,2224.0
30036,0,736.0,624.0,0.0,3544.0,3168.0,13532.0,13512.0,2216.0
30037,0,740.0,636.0,0.0,3564.0,3148.0,13516.0,13492.0,2224.0
30038,0,736.0,640.0,0.0,3548.0,3132.0,13516.0,13536.0,2220.0
30039,0,728.0,628.0,0.0,3564.0,3168.0,13500.0,13540.0,2220.0
30040,0,720.0,648.0,0.0,3536.0,3120.0,13528.0,13528.0,2196.0
30041,0,700.0,636.0,0.0,3540.0,3128.0,13520.0,13528.0,2224.0
30042,0,748.0,644.0,0.0,3548.0,3128.0,13508.0,13508.0,2224.0
30043,0,748.0,644.0,0.0,3572.0,3168.0,13536.0,13516.0,2208.0
30044,0,724.0,624.0,0.0,3552.0,3120.0,13536.0,13504.0,2204.0
30045,0,716.0,632.0,0.0,3544.0,3140.0,13536.0,13536.0,2196.0
30046,0,732.0,632.0,0.0,3572.0,3136.0,13528.0,13508.0,2216.0
30047,0,724.0,636.0,0.0,3548.0,3140.0,13512.0,13520.0,2224.0
30048,0,712.0,632.0,0.0,3580.0,3156.0,13504.0,13524.0,2228.0
30049,0,752.0,640.0,0.0,3564.0,3128.0,13532.0,13548.0,2208.0
30050,0,732.0,628.0,0.0,3556.0,3136.0,13532.0,13524.0,2240.0
30051,0,732.0,640.0,0.0,3548.0,3144.0,13536.0,13540.0,2224.0
30052,0,712.0,636.0,0.0,3560.0,3148.0,13520.0,13492.0,2212.0
30053,0,736.0,632.0,0.0,3584.0,3164.0,13500.0,13540.0,2204.0
30054,0,740.0,628.0,0.0,3552.0,3136.0,13508.0,13516.0,2208.0
30055,0,756.0,632.0,0.0,3564.0,3128.0,13544.0,13508.0,2216.0
30056,0,708.0,652.0,0.0,3580.0,3160.0,13524.0,13520.0,2220.0
30057,0,724.0,636.0,0.0,3548.0,3152.0,13536.0,13504.0,2204.0
30058,0,736.0,620.0,0.0,3568.0,3152.0,13536.0,13528.0,2204.0
30059,0,736.0,644.0,0.0,3532.0,3144.0,13532.0,13536.0,2204.0
30060,0,748.0,644.0,0.0,3564.0,3136.0,13504.0,13524.0,2212.0
30061,0,736.0,624.0,0.0,3568.0,3128.0,13520.0,13544.0,2224.0
30062,0,728.0,656.0,0.0,3596.0,3144.0,13520.0,13528.0,2240.0
30063,0,720.0,640.0,0.0,3576.0,3152.0,13496.0,13536.0,2224.0
30064,0,736.0,644.0,0.0,3584.0,3136.0,13524.0,13524.0,2224.0
30065,0,736.0,656.0,0.0,3568.0,3128.0,13536.0,13552.0,2240.0
30066,0,728.0,644.0,0.0,3564.0,3160.0,13508.0,13500.0,2212.0
30067,0,736.0,636.0,0.0,3576.0,3116.0,13516.0,13552.0,2204.0
30068,0,700.0,636.0,0.0,3568.0,3136.0,13544.0,13492.0,2228.0
30069,0,752.0,640.0,0.0,3552.0,3136.0,13532.0,13528.0,2216.0
30070,0,720.0,636.0,0.0,3560.0,3164.0,13520.0,13500.0,2224.0
30071,0,736.0,648.0,0.0,3576.0,3168.0,13536.0,13528.0,2216.0
30072,0,740.0,628.0,0.0,3540.0,3136.0,13520.0,13508.0,2232.0
30073,0,716.0,636.0,0.0,3556.0,3132.0,13532.0,13504.0,2228.0
30074,0,740.0,640.0,0.0,3564.0,3144.0,13536.0,13540.0,2224.0
30075,0,716.0,632.0,0.0,3548.0,3132.0,13528.0,13516.0,2204.0
30076,0,700.0,632.0,0.0,3552.0,3148.0,13520.0,13520.0,2212.0
30077,0,716.0,624.0,0.0,3544.0,3128.0,13504.0,13520.0,2224.0
30078,0,684.0,636.0,0.0,3576.0,3128.0,13536.0,13528.0,2204.0
30079,0,728.0,660.0,0.0,3560.0,3116.0,13540.0,13512.0,2204.0
30080,0,724.0,636.0,0.0,3548.0,3132.0,13532.0,13532.0,2188.0
30081,0,736.0,624.0,0.0,3552.0,3136.0,13524.0,13516.0,2200.0
30082,0,732.0,624.0,0.0,3560.0,3132.0,13512.0,13520.0,2224.0
30083,0,728.0,604.0,0.0,3552.0,3136.0,13512.0,13536.0,2204.0
30084,0,700.0,628.0,0.0,3560.0,3136.0,13528.0,13516.0,2224.0
30085,0,752.0,636.0,0.0,3576.0,3144.0,13532.0,13508.0,2196.0
30086,0,692.0,636.0,0.0,3584.0,3140.0,13528.0,13520.0,2216.0
30087,0,740.0,632.0,0.0,3560.0,3132.0,13504.0,13532.0,2204.0
30088,0,724.0,632.0,0.0,3548.0,3136.0,13492.0,13532.0,2224.0
30089,0,740.0,636.0,0.0,3584.0,3144.0,13516.0,13516.0,2224.0
30090,0,732.0,632.0,0.0,3548.0,3144.0,13508.0,13520.0,2224.0
30091,0,724.0,644.0,0.0,3564.0,3120.0,13504.0,13508.0,2172.0
30092,0,736.0,628.0,0.0,3588.0,3132.0,13540.0,13528.0,2216.0
30093,0,712.0,628.0,0.0,3568.0,3128.0,13500.0,13544.0,2208.0
30094,0,732.0,640.0,0.0,3576.0,3124.0,13560.0,13496.0,2204.0
30095,0,740.0,632.0,0.0,3548.0,3140.0,13508.0,13500.0,2240.0
30096,0,736.0,656.0,0.0,3548.0,3144.0,13528.0,13500.0,2228.0
30097,0,724.0,648.0,0.0,3556.0,3156.0,13516.0,13552.0,2200.0
30098,0,736.0,636.0,0.0,3532.0,3132.0,13504.0,13516.0,2224.0
30099,0,736.0,620.0,0.0,3560.0,3128.0,13520.0,13504.0,2212.0
30100,0,728.0,636.0,0.0,3544.0,3124.0,13508.0,13516.0,2220.0
30101,0,728.0,636.0,0.0,3564.0,3140.0,13532.0,13536.0,2204.0
30102,0,716.0,620.0,0.0,3548.0,3124.0,13536.0,13512.0,2200.0
30103,0,736.0,628.0,0.0,3568.0,3128.0,13508.0,13532.0,2188.0
30104,0,708.0,616.0,0.0,3548.0,3152.0,13520.0,13532.0,2200.0
30105,0,732.0,648.0,0.0,3548.0,3152.0,13520.0,13520.0,2208.0
30106,0,736.0,636.0,0.0,3568.0,3136.0,13500.0,13508.0,2208.0
30107,0,720.0,644.0,0.0,3564.0,3136.0,13508.0,13536.0,2220.0
30108,0,720.0,652.0,0.0,3568.0,3128.0,13520.0,13504.0,2212.0
30109,0,728.0,612.0,0.0,3568.0,3152.0,13516.0,13536.0,2216.0
30110,0,728.0,632.0,0.0,3556.0,3120.0,13496.0,13536.0,2216.0
30111,0,744.0,636.0,0.0,3584.0,3104.0,13492.0,13548.0,2212.0
30112,0,736.0,620.0,0.0,3536.0,3100.0,13508.0,13536.0,2232.0
30113,0,728.0,632.0,0.0,3552.0,3108.0,13504.0,13532.0,2200.0
30114,0,700.0,652.0,0.0,3540.0,3092.0,13508.0,13500.0,2212.0
30115,0,752.0,652.0,0.0,3556.0,3112.0,13516.0,13496.0,2188.0
30116,0,744.0,640.0,0.0,3560.0,3116.0,13500.0,13536.0,2200.0
30117,0,716.0,624.0,0.0,3548.0,3100.0,13500.0,13524.0,2212.0
30118,0,724.0,672.0,0.0,3560.0,3100.0,13516.0,13504.0,2196.0
30119,0,716.0,636.0,0.0,3564.0,3096.0,13536.0,13520.0,2216.0
